2016-02-24, 14:56:27, 22.875
2016-02-24, 14:58:45, 22.875
2016-02-24, 15:01:38, 22.937
2016-02-24, 15:03:27, 23.0
2016-02-26, 14:33:12, 22.75
2016-02-26, 14:35:01, 22.75
2016-02-26, 14:36:49, 22.75
2016-02-26, 14:38:21, 22.812
2016-02-26, 14:39:57, 22.812
2016-02-26, 14:41:45, 22.75
2016-02-26, 14:43:13, 22.812
2016-02-26, 14:44:45, 22.812
2016-02-26, 14:46:15, 22.812
2016-02-26, 14:47:48, 22.812
2016-02-26, 14:49:30, 22.812
2016-02-26, 14:51:09, 22.812
2016-02-26, 19:32:38, 22.75
2016-02-26, 19:34:19, 22.812
2016-02-26, 19:35:53, 22.812
2016-02-26, 19:37:23, 22.75
2016-02-26, 19:41:14, 22.875
2016-02-26, 19:42:44, 22.812
2016-02-26, 19:50:17, 22.812
2016-02-26, 19:52:25, 22.875
2016-02-26, 19:54:13, 22.812
2016-02-26, 19:56:01, 22.812
2016-02-26, 19:57:36, 22.875
2016-02-26, 19:59:09, 22.875
2016-02-26, 20:00:52, 22.812
2016-02-26, 20:02:25, 22.875
2016-02-26, 20:04:13, 22.875
2016-02-26, 20:05:43, 22.875
2016-02-26, 20:07:16, 22.875
2016-02-26, 20:08:56, 22.937
2016-02-26, 20:10:55, 22.875
2016-02-26, 20:12:30, 22.875
2016-02-26, 20:14:13, 22.937
2016-02-26, 20:16:08, 22.875
2016-02-26, 20:17:56, 22.937
2016-02-26, 20:19:36, 22.937
2016-02-26, 20:21:06, 22.937
2016-02-26, 20:23:11, 22.937
2016-02-26, 20:25:04, 22.937
2016-02-26, 20:26:37, 22.937
2016-02-26, 20:28:45, 22.937
2016-02-26, 20:30:33, 22.937
2016-02-26, 20:32:03, 22.937
2016-02-26, 20:34:09, 22.937
2016-02-26, 20:36:13, 22.937
2016-02-26, 20:38:17, -0.062
2016-02-26, 20:40:02, 22.937
2016-02-26, 20:41:38, 23.0
2016-02-26, 20:43:08, 23.0
2016-02-26, 20:44:41, 23.0
2016-02-26, 20:46:24, 23.0
2016-02-26, 20:48:09, 23.0
2016-02-26, 20:49:52, 23.0
2016-02-26, 20:51:59, 23.0
2016-02-26, 20:53:29, 23.0
2016-02-26, 20:55:04, 23.0
2016-02-26, 20:56:55, 23.0
2016-02-26, 20:58:38, 23.062
2016-02-26, 22:31:30, 23.187
2016-02-26, 22:33:17, 23.125
2016-02-26, 22:34:50, 23.125
2016-02-26, 22:36:19, 23.187
2016-02-26, 22:37:44, 23.125
2016-02-26, 22:39:13, 23.125
2016-02-26, 22:40:41, 23.125
2016-02-26, 22:42:13, 23.125
2016-02-26, 22:43:52, 23.125
2016-02-26, 22:45:45, 23.125
2016-02-26, 22:47:11, 23.125
2016-02-26, 22:49:00, 23.125
2016-02-26, 22:50:23, 23.125
2016-02-26, 22:52:14, 23.125
2016-02-26, 22:53:43, 23.187
2016-02-26, 22:55:44, 23.125
2016-02-26, 22:57:52, 23.125
2016-02-26, 22:59:26, 23.187
2016-02-26, 23:00:50, 23.125
2016-02-26, 23:02:19, 23.125
2016-02-26, 23:04:08, 23.187
2016-02-26, 23:06:13, 23.125
2016-02-26, 23:07:57, 23.125
2016-02-26, 23:09:25, 23.125
2016-02-26, 23:11:23, 23.125
2016-02-26, 23:12:54, 23.125
2016-02-26, 23:14:40, 23.125
2016-02-26, 23:16:16, 23.187
2016-02-26, 23:17:42, 23.125
2016-02-26, 23:19:42, 23.187
2016-02-26, 23:21:18, 23.187
2016-02-26, 23:22:47, 23.187
2016-02-26, 23:24:28, 23.125
2016-02-26, 23:25:55, 23.187
2016-02-26, 23:27:19, 23.187
2016-02-26, 23:29:05, 23.125
2016-02-26, 23:30:42, 23.125
2016-02-26, 23:32:18, 23.125
2016-02-26, 23:33:44, 23.125
2016-02-26, 23:35:16, 23.125
2016-02-26, 23:37:26, 23.187
2016-02-26, 23:38:52, 23.125
2016-02-26, 23:40:27, 23.125
2016-02-26, 23:42:08, 23.125
2016-02-26, 23:43:45, 23.187
2016-02-26, 23:45:19, 23.125
2016-02-26, 23:47:15, 23.187
