0, 3625.6
3, 3627.2
5, 3612.4
7, 3343.6
8, 3145.2
10, 2869.2
11, 2672.4
12, 2402.8
14, 2160.0
15, 1930.4
17, 1632.8
19, 1384.4
21, 1031.6
23, 613.6
25, 350.0
